data,sad,sygnatura,wynik,charakter,przyczyna,rodzaj,opis,link,nsa_sygnatura,nsa_link,nsa_zmienil,zrodlo
2026-05-13,WSA w Warszawie,IV SAB/Wa 981/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Zobowiązano organ do działania,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-13,WSA we Wrocławiu,IV SAB/Wr 1185/25,Negatywny,Procesowy,"Organ wydał rozstrzygnięcie przed wniesieniem skargi na bezczynność lub przewlekłość, wskutek czego w chwili wniesienia skargi nie istniał już aktualny stan bezczynności ani przedmiot kontroli sądowoadministracyjnej.",Zezolenie na pobyt czasowy i pracę – skarga na bezczynność Wojewody,"Skarga na bezczynność została w całości odrzucona jako niedopuszczalna, bez merytorycznej oceny bezczynności lub rażącego naruszenia prawa. Skarżącemu zwrócono wyłącznie uiszczony wpis sądowy w kwocie 100 zł.",https://orzeczenia.nsa.gov.pl/doc/F5849196FA,,,,cbosa
2026-05-13,WSA we Wrocławiu,IV SAB/Wr 1190/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Sąd zobowiązał Wojewodę Dolnośląskiego do załatwienia sprawy w terminie 30 dni oraz zasądził zwrot kosztów; nie stwierdzono rażącego naruszenia prawa.,https://orzeczenia.nsa.gov.pl/doc/A839D3AFD1,,,,cbosa
2026-05-13,WSA we Wrocławiu,IV SAB/Wr 1363/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie uzupełniono wymaganego miejsca zamieszkania lub adresu do doręczeń strony pomimo wezwania sądu.",Skarga na bezczynność w sprawie zezwolenia na pobyt czasowy i pracę,Skarga na bezczynność została w całości odrzucona z przyczyn formalnej i fiskalnej; skarżący nie uzyskał merytorycznej oceny bezczynności Wojewody.,https://orzeczenia.nsa.gov.pl/doc/6EBC407B34,,,,cbosa
2026-05-13,WSA we Wrocławiu,IV SAB/Wr 263/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność,Skarga na bezczynność została w całości odrzucona z powodu nieuiszczenia wpisu sądowego mimo wezwania.,https://orzeczenia.nsa.gov.pl/doc/9CD8557960,,,,cbosa
2026-05-13,WSA we Wrocławiu,IV SAB/Wr 40/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Stwierdzono bezczynność Wojewody oraz zobowiązano organ do rozpoznania wniosku w terminie 60 dni od otrzymania prawomocnego wyroku z aktami; oddalono żądanie przyznania sumy pieniężnej.,https://orzeczenia.nsa.gov.pl/doc/72B7DB10F8,,,,cbosa
2026-05-13,WSA we Wrocławiu,IV SAB/Wr 865/25,Negatywny,Procesowy,"Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Wydanie karty pobytu w związku z zezwoleniem na pobyt czasowy i pracę,Skarga na przewlekłe prowadzenie postępowania została w całości odrzucona jako niedopuszczalna. Skarżącemu zwrócono wpis sądowy w kwocie 100 zł; nie uzyskał merytorycznego rozpoznania zarzutu przewlekłości.,https://orzeczenia.nsa.gov.pl/doc/7A73D5D68B,,,,cbosa
2026-05-14,WSA w Opolu,I SAB/Op 20/26,Negatywny,Merytoryczny,Sąd rozpoznał główną skargę merytorycznie i oddalił ją jako niezasadną.,Bezczynność w sprawie zezwolenia na pobyt czasowy,WSA w Opolu oddalił w całości skargę M. K. na bezczynność Wojewody Opolskiego w sprawie udzielenia cudzoziemcowi zezwolenia na pobyt czasowy.,https://orzeczenia.nsa.gov.pl/doc/ECA20641D2,,,,cbosa
2026-05-14,WSA w Gliwicach,II SAB/Gl 137/26,Pozytywny,Merytoryczny,,Pobyt czasowy,"Skarga została uwzględniona w zasadniczej części: Wojewodę zobowiązano do wydania aktu w terminie 30 dni, stwierdzono rażącą bezczynność, przyznano 500 zł oraz zwrot kosztów postępowania. Oddalono żądanie w pozostałym zakresie, w tym ponad przyznaną kwotę pieniężną.",https://orzeczenia.nsa.gov.pl/doc/F796002FF3,,,,cbosa
2026-05-14,WSA w Gliwicach,II SAB/Gl 56/26,Pozytywny,Merytoryczny,,Pobyt czasowy,"Sąd uwzględnił skargę w zasadniczej części: zobowiązał Wojewodę do wydania aktu w terminie 60 dni, stwierdził bezczynność i przewlekłe prowadzenie postępowania oraz zasądził 597 zł kosztów. Jednocześnie odmówił uznania naruszenia za rażące, nie przyznał sumy pieniężnej ani grzywny i oddalił skargę w pozostałym zakresie.",https://orzeczenia.nsa.gov.pl/doc/A6817B9D00,,,,cbosa
2026-05-14,WSA w Gliwicach,II SAB/Gl 86/26,Pozytywny,Merytoryczny,,Pobyt rezydenta długoterminowego UE,"Sąd stwierdził bezczynność organu, lecz uznał, że nie miała ona miejsca z rażącym naruszeniem prawa. Umorzył postępowanie w zakresie zobowiązania organu do wydania decyzji, ponieważ decyzja została wydana po wniesieniu skargi, oddalił żądanie przyznania sumy pieniężnej i wymierzenia grzywny oraz zasądził na rzecz skarżącej 597 zł kosztów postępowania.",https://orzeczenia.nsa.gov.pl/doc/94D11CE040,,,,cbosa
2026-05-14,WSA w Gliwicach,II SAB/Gl 87/26,Pozytywny,Merytoryczny,,Pobyt rezydenta długoterminowego UE,"Sąd stwierdził bezczynność organu, uznając jednak, że nie miała ona miejsca z rażącym naruszeniem prawa. Z uwagi na wydanie decyzji po wniesieniu skargi umorzono postępowanie w zakresie zobowiązania organu do wydania aktu, oddalono żądanie przyznania sumy pieniężnej i wymierzenia grzywny, a skarżącemu zasądzono 597 zł kosztów postępowania.",https://orzeczenia.nsa.gov.pl/doc/DEC87AF555,,,,cbosa
2026-05-14,WSA we Wrocławiu,II SAB/Wr 100/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Sąd potwierdził przewlekłość postępowania Wojewody w sprawie zezwolenia na pobyt czasowy i pracę; postępowanie w zakresie zobowiązania organu do załatwienia sprawy umorzono (bo organ wydał decyzję w toku postępowania sądowego), a żądania pieniężne oddalono.",https://orzeczenia.nsa.gov.pl/doc/9EB137349B,,,,cbosa
2026-05-14,WSA we Wrocławiu,II SAB/Wr 158/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie uzupełniono wymaganego numeru PESEL strony będącej osobą fizyczną albo nie złożono oświadczenia o jego nieposiadaniu, mimo prawidłowego wezwania sądu, co skutkowało odrzuceniem skargi z powodu nieusunięcia braku formalnego.",Pobyt czasowy – skarga na bezczynność wojewody,Cała skarga została odrzucona bez merytorycznego rozpoznania zarzutu bezczynności.,https://orzeczenia.nsa.gov.pl/doc/D2B322FCF1,,,,cbosa
2026-05-14,WSA we Wrocławiu,II SAB/Wr 173/26,Pozytywny,Merytoryczny,,Pobyt rezydenta długoterminowego UE,Sąd stwierdził przewlekłość postępowania organu oraz zasądził zwrot kosztów postępowania (597 zł); nie przyznał jednak sumy pieniężnej ani nie zobowiązał już organu do wydania aktu (w tym zakresie postępowanie umorzono).,https://orzeczenia.nsa.gov.pl/doc/84C3BDDCA4,,,,cbosa
2026-05-14,WSA we Wrocławiu,II SAB/Wr 174/26,Negatywny,Procesowy,Tożsama sprawa między tymi samymi stronami była już w toku.,Zezwolenie na pobyt czasowy i pracę – skarga na przewlekłość,"Skarga została w całości odrzucona bez merytorycznego rozpoznania żądań stwierdzenia przewlekłości, rażącego naruszenia prawa, zobowiązania organu i przyznania kwoty pieniężnej.",https://orzeczenia.nsa.gov.pl/doc/CA86F86575,,,,cbosa
2026-05-14,WSA we Wrocławiu,II SAB/Wr 68/26,Pozytywny,Merytoryczny,,Pobyt czasowy,Utrzymano ochronę w zakresie bezpośrednim: sąd stwierdził przewlekłość i nakazał organowi wydać akt w 60 dni; oddalono dalej idące żądania uboczne.,https://orzeczenia.nsa.gov.pl/doc/2E15CF4A3E,,,,cbosa
2026-05-14,WSA w Gdańsku,III SAB/Gd 138/26,Pozytywny,Merytoryczny,,Pobyt czasowy,Zobowiązano Wojewodę Pomorskiego do rozpoznania wniosku o zezwolenie na pobyt czasowy S. K. w terminie 30 dni od otrzymania prawomocnego wyroku z aktami; stwierdzono rażącą bezczynność i zasądzono zwrot kosztów (597 zł).,https://orzeczenia.nsa.gov.pl/doc/DAC66FA2F6,,,,cbosa
2026-05-14,WSA w Gdańsku,III SAB/Gd 139/26,Pozytywny,Merytoryczny,,Pobyt czasowy,"Zobowiązano Wojewodę do rozpoznania wniosku o zezwolenie na pobyt czasowy w 30 dni, stwierdzono rażącą bezczynność i przyznano 1500 zł oraz koszty 597 zł.",https://orzeczenia.nsa.gov.pl/doc/4A37A6F9D5,,,,cbosa
2026-05-14,WSA w Gdańsku,III SAB/Gd 145/26,Pozytywny,Merytoryczny,,Pobyt czasowy,"Zobowiązano Wojewodę do rozpoznania wniosku o zezwolenie na pobyt czasowy w terminie 30 dni od dnia otrzymania prawomocnego wyroku z aktami, stwierdzono rażącą bezczynność i zasądzono 1000 zł tytułem sumy pieniężnej.",https://orzeczenia.nsa.gov.pl/doc/AA43AC8248,,,,cbosa
2026-05-14,WSA w Gdańsku,III SAB/Gd 98/26,Pozytywny,Merytoryczny,,Pobyt czasowy,Zobowiązano Wojewodę Pomorskiego do rozpoznania wniosku o udzielenie zezwolenia na pobyt czasowy w terminie 30 dni od otrzymania prawomocnego wyroku z aktami; stwierdzono bezczynność i przewlekłość z rażącym naruszeniem prawa.,https://orzeczenia.nsa.gov.pl/doc/40585500E5,,,,cbosa
2026-05-14,WSA w Gliwicach,III SAB/Gl 66/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy i praca,"Skarga na bezczynność została w całości odrzucona z powodu nieuiszczenia wpisu sądowego, więc skarżący nie uzyskał merytorycznego rozstrzygnięcia zarzutu bezczynności.",https://orzeczenia.nsa.gov.pl/doc/E198E0A9E8,,,,cbosa
2026-05-14,WSA we Wrocławiu,III SAB/Wr 108/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Stwierdzono bezczynność Wojewody (z rażącym naruszeniem prawa), zobowiązano organ do wydania rozstrzygnięcia w terminie 60 dni od uprawomocnienia wyroku oraz przyznano 1500 zł tytułem sumy pieniężnej i 597 zł kosztów.",https://orzeczenia.nsa.gov.pl/doc/A596AE806A,,,,cbosa
2026-05-14,WSA we Wrocławiu,III SAB/Wr 146/26,Pozytywny,Merytoryczny,,Pobyt czasowy,"Skarga została uwzględniona: stwierdzono bezczynność organu z rażącym naruszeniem prawa, zobowiązano wojewodę do załatwienia sprawy w terminie 60 dni, przyznano skarżącej 1200 zł oraz 100 zł kosztów postępowania.",https://orzeczenia.nsa.gov.pl/doc/FD0AB73D9C,,,,cbosa
2026-05-14,WSA we Wrocławiu,III SAB/Wr 91/26,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Stwierdzono przewlekłe prowadzenie postępowania przez Wojewodę; nie stwierdzono rażącego naruszenia prawa, nie przyznano sumy pieniężnej, a zobowiązanie organu do załatwienia sprawy umorzono (bo decyzja została już wydana).",https://orzeczenia.nsa.gov.pl/doc/B23AAF4104,,,,cbosa
2026-05-14,WSA w Warszawie,IV SAB/Wa 17/26,Pozytywny,Merytoryczny,,Pobyt czasowy,Stwierdzono przewlekłość postępowania,,Skarga kasacyjna: tak — sygnatura niepodana,Brak linku w wykazie WSA,Nie ustalono,wykaz
2026-05-14,WSA we Wrocławiu,IV SAB/Wr 1310/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Stwierdzono przewlekłość postępowania i zobowiązano Wojewodę Dolnośląskiego do rozpoznania wniosku o zezwolenie na pobyt czasowy i pracę w terminie 30 dni; oddalono dalej idącą skargę (w szczególności żądanie sumy pieniężnej).,https://orzeczenia.nsa.gov.pl/doc/18DC115859,,,,cbosa
2026-05-14,WSA we Wrocławiu,IV SAB/Wr 1375/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Stwierdzono bezczynność organu i zobowiązano Wojewodę do rozpoznania wniosku o zezwolenie na pobyt czasowy w terminie 60 dni; nie zasądzono jednak sumy pieniężnej (oddalono żądanie w tym zakresie) i zasądzono zwrot kosztów postępowania.,https://orzeczenia.nsa.gov.pl/doc/A13649D4A2,,,,cbosa
2026-05-14,WSA we Wrocławiu,IV SAB/Wr 931/25,Oczekuje na rozstrzygnięcie,Procesowy,Nie wykazano należycie umocowania pełnomocnika lub nie złożono pełnomocnictwa.,Pobyt czasowy i praca – incydentalne wymierzenie grzywny z art. 112 p.p.s.a. w sprawie ze skargi na bezczynność,"WSA wymierzył Wojewodzie Dolnośląskiemu grzywnę 1000 zł za dalsze niewykonanie obowiązków związanych z prawidłowym przekazaniem odpowiedzi na skargę. Jest to korzystne dla skarżącej rozstrzygnięcie incydentalne, ale sąd nie rozstrzygnął samej skargi na bezczynność.",https://orzeczenia.nsa.gov.pl/doc/ED54227BA1,,,,cbosa
2026-05-14,WSA w Warszawie,VIII SAB/Wa 33/26,Pozytywny,Merytoryczny,,Pobyt czasowy,Stwierdzono bezczynność organu,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-15,WSA w Gliwicach,II SAB/Gl 24/26,Pozytywny,Merytoryczny,,Pobyt czasowy,"Skarga została częściowo uwzględniona: Wojewodę zobowiązano do wydania aktu w terminie 30 dni i zasądzono 597 zł kosztów, ale nie stwierdzono rażącej bezczynności oraz oddalono żądanie przyznania 6000 zł.",https://orzeczenia.nsa.gov.pl/doc/A65EAFFDBA,,,,cbosa
2026-05-15,WSA w Gliwicach,II SAB/Gl 30/26,Pozytywny,Merytoryczny,,Pobyt rezydenta długoterminowego UE,Zobowiązano Wojewodę Śląskiego do wydania aktu (decyzji) w sprawie w terminie 60 dni od zwrotu akt sprawy; stwierdzono bezczynność organu (bez rażącego naruszenia prawa).,https://orzeczenia.nsa.gov.pl/doc/E4D9072371,,,,cbosa
2026-05-15,WSA w Krakowie,III SAB/Kr 83/26,Negatywny,Procesowy,"Organ wydał rozstrzygnięcie przed wniesieniem skargi na bezczynność lub przewlekłość, wskutek czego w chwili wniesienia skargi nie istniał już aktualny stan bezczynności ani przedmiot kontroli sądowoadministracyjnej.",Skarga na przewlekłe prowadzenie postępowania w sprawie zezwolenia na pobyt czasowy w celu wykonywania pracy w zawodzie wymagającym wysokich kwalifikacji,"Skarga została w całości odrzucona jako niedopuszczalna, bez merytorycznej oceny przewlekłości. Wcześniej organ wydał jednak korzystną dla skarżącego decyzję o udzieleniu zezwolenia.",https://orzeczenia.nsa.gov.pl/doc/36B5C29898,,,,cbosa
2026-05-15,WSA w Gdańsku,III SO/Gd 12/26,Pozytywny,Merytoryczny,,Pobyt czasowy,Wojewodzie Pomorskiemu wymierzono grzywnę w kwocie 100 zł oraz zasądzono na rzecz wnioskodawcy 100 zł tytułem zwrotu kosztów postępowania.,https://orzeczenia.nsa.gov.pl/doc/463D911035,,,,cbosa
2026-05-15,WSA w Gdańsku,III SO/Gd 9/26,Pozytywny,Merytoryczny,,Pobyt czasowy,Wymierzono Wojewodzie Pomorskiemu grzywnę 100 zł oraz zasądzono na rzecz P. V. 100 zł tytułem zwrotu kosztów postępowania.,https://orzeczenia.nsa.gov.pl/doc/CC21BD6C5B,,,,cbosa
2026-05-15,WSA w Warszawie,IV SAB/Wa 37/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-18,WSA we Wrocławiu,I SAB/Wr 246/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy i praca,"Cała skarga została odrzucona z powodu nieuiszczenia wpisu sądowego, bez merytorycznej oceny zarzucanej bezczynności Wojewody.",https://orzeczenia.nsa.gov.pl/doc/41C48F7249,,,,cbosa
2026-05-18,WSA we Wrocławiu,II SAB/Wr 136/26,Negatywny,Procesowy,"Nie uzupełniono wymaganego podpisu pod skargą lub innym pismem.; Nie wykazano, że osoba działająca jako pełnomocnik należy do kręgu podmiotów uprawnionych do reprezentowania strony na podstawie art. 35 p.p.s.a., mimo wezwania sądu.",Pobyt czasowy – skarga na bezczynność,Skarga na bezczynność została w całości odrzucona bez merytorycznej oceny bezczynności; skarżącemu zwrócono wpis w kwocie 200 zł.,https://orzeczenia.nsa.gov.pl/doc/D51E68F91C,,,,cbosa
2026-05-18,WSA we Wrocławiu,II SAB/Wr 168/26,Negatywny,Procesowy,Nie wykazano należycie umocowania pełnomocnika lub nie złożono pełnomocnictwa.; Tożsama sprawa między tymi samymi stronami była już w toku.,Skarga na bezczynność w sprawie zezwolenia na pobyt czasowy,Skarga na bezczynność Wojewody Dolnośląskiego została w całości odrzucona bez merytorycznego rozpoznania zarzutu bezczynności.,https://orzeczenia.nsa.gov.pl/doc/3BD85B26F0,,,,cbosa
2026-05-18,WSA w Gliwicach,III SAB/Gl 47/26,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy – skarga na bezczynność w sprawie zezwolenia na pobyt czasowy w celu świadczenia pracy,Skarga na bezczynność została w całości odrzucona z powodu nieuiszczenia wpisu sądowego pomimo prawidłowego wezwania; zarzut bezczynności nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/2F2187845F,,,,cbosa
2026-05-18,WSA w Gliwicach,III SAB/Gl 496/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Zobowiązano Wojewodę do załatwienia wniosku o zezwolenie na pobyt czasowy (związany ze świadczeniem pracy) w terminie 60 dni od zwrotu akt wraz z prawomocnym wyrokiem; stwierdzono bezczynność bez rażącego naruszenia prawa oraz zasądzono 580 zł kosztów postępowania.,https://orzeczenia.nsa.gov.pl/doc/00727309F0,,,,cbosa
2026-05-18,WSA w Gliwicach,III SAB/Gl 93/26,Negatywny,Procesowy,"Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Pobyt czasowy i praca,Skarga na przewlekłe prowadzenie postępowania została w całości odrzucona z powodu niewniesienia ponaglenia przed jej złożeniem; zarzut przewlekłości nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/34926323F4,,,,cbosa
2026-05-18,WSA w Warszawie,IV SAB/Wa 548/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-18,WSA w Warszawie,IV SAB/Wa 601/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-18,WSA w Warszawie,IV SAB/Wa 640/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-18,WSA w Warszawie,IV SAB/Wa 700/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-18,WSA w Warszawie,IV SAB/Wa 711/25,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt rezydenta długoterminowego UE,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-18,WSA w Warszawie,IV SAB/Wa 82/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-18,WSA w Warszawie,IV SAB/Wa 859/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-18,WSA w Warszawie,IV SAB/Wa 860/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-19,WSA we Wrocławiu,I SAB/Wr 188/26,Negatywny,Procesowy,"Nie uzupełniono wymaganego miejsca zamieszkania lub adresu do doręczeń strony pomimo wezwania sądu.; Nie uzupełniono wymaganego numeru PESEL strony będącej osobą fizyczną albo nie złożono oświadczenia o jego nieposiadaniu, mimo prawidłowego wezwania sądu, co skutkowało odrzuceniem skargi z powodu nieusunięcia braku formalnego.; Nie wykazano należycie umocowania pełnomocnika lub nie złożono pełnomocnictwa.; Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Zezwolenie na pobyt czasowy i pracę – skarga na przewlekłe prowadzenie postępowania,Skarga na przewlekłe prowadzenie postępowania została w całości odrzucona bez merytorycznej oceny przewlekłości.,https://orzeczenia.nsa.gov.pl/doc/8CE2C5F763,,,,cbosa
2026-05-19,WSA w Gliwicach,III SAB/Gl 516/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Zobowiązano Wojewodę do rozpatrzenia/załatwienia wniosku w terminie 30 dni od zwrotu akt z prawomocnym wyrokiem; stwierdzono bezczynność i przyznano zwrot kosztów (580 zł).,https://orzeczenia.nsa.gov.pl/doc/27108135BE,,,,cbosa
2026-05-19,WSA w Gliwicach,III SAB/Gl 546/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Skarga została uwzględniona w zasadniczej części: Wojewodę zobowiązano do załatwienia wniosku w terminie 60 dni i stwierdzono jego bezczynność. Sąd uznał jednak, że bezczynność nie miała miejsca z rażącym naruszeniem prawa, oddalił żądanie przyznania sumy pieniężnej oraz zasądził na rzecz skarżącego 597 zł kosztów postępowania.",https://orzeczenia.nsa.gov.pl/doc/9F06C82E8B,,,,cbosa
2026-05-19,WSA w Warszawie,IV SAB/Wa 665/26,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-19,WSA w Warszawie,IV SAB/Wa 701/25,Nie dotyczy,,,Nie dotyczy,Nie dotyczy,https://orzeczenia.nsa.gov.pl/doc/1AB3F4B556,,,,cbosa
2026-05-19,WSA w Warszawie,IV SAB/Wa 748/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Stwierdzono przewlekłość postępowania,,Skarga kasacyjna: tak — sygnatura niepodana,Brak linku w wykazie WSA,Nie ustalono,wykaz
2026-05-19,WSA w Warszawie,IV SAB/Wa 774/25,Negatywny,Procesowy,szczegółowa przyczyna niepodana w wykazie WSA,Pobyt czasowy,Odrzucono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-19,WSA w Warszawie,IV SAB/Wa 805/25,Nie dotyczy,,,Nie dotyczy,Nie dotyczy zakresu weryfikacji postępowań pobytowych.,https://orzeczenia.nsa.gov.pl/doc/BDAB99B475,,,,cbosa
2026-05-19,WSA w Warszawie,IV SAB/Wa 807/25,Nie dotyczy,,,Nie dotyczy,"Skarga została częściowo uwzględniona: WSA stwierdził bezczynność Wojewody, ale bez rażącego naruszenia prawa. Postępowanie w zakresie zobowiązania organu do rozpatrzenia wniosku umorzono z powodu wydania decyzji po wniesieniu skargi. Żądania grzywny i sumy pieniężnej oddalono, a skarżącej zasądzono 340 zł kosztów.",https://orzeczenia.nsa.gov.pl/doc/521E7171AE,,,,cbosa
2026-05-19,WSA w Warszawie,IV SAB/Wa 820/25,Nie dotyczy,,,Nie dotyczy,Nie dotyczy,https://orzeczenia.nsa.gov.pl/doc/C94E982BFE,,,,cbosa
2026-05-19,WSA w Warszawie,IV SAB/Wa 862/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Stwierdzono bezczynność organu,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2026-05-19,WSA w Warszawie,IV SAB/Wa 892/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,Uzyskano stwierdzenie bezczynności organu w rozpatrzeniu wniosku w sprawie zezwolenia na pobyt czasowy i pracę (bez rażącego naruszenia prawa) oraz zasądzenie kosztów postępowania (340 zł).,https://orzeczenia.nsa.gov.pl/doc/8A687D5F56,,,,cbosa
2026-05-19,WSA w Warszawie,IV SAB/Wa 893/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Sąd potwierdził bezczynność Wojewody w rozpatrzeniu wniosku, lecz odmówił kwalifikacji jako rażące naruszenie prawa oraz nie przyznał sumy pieniężnej/nie nałożył sankcji; zasądzono zwrot kosztów postępowania.",https://orzeczenia.nsa.gov.pl/doc/688E96344C,,,,cbosa
2026-05-19,WSA w Warszawie,IV SAB/Wa 894/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Sąd potwierdził bezczynność organu w sprawie wniosku o zezwolenie na pobyt czasowy i pracę/zatrudnienie cudzoziemca oraz zasądził zwrot kosztów postępowania, bez stwierdzenia rażącego naruszenia prawa i bez przyznania sumy pieniężnej.",https://orzeczenia.nsa.gov.pl/doc/EE793E0FBC,,,,cbosa
2026-05-19,WSA w Warszawie,IV SAB/Wa 895/25,Nie dotyczy,,,Nie dotyczy,Nie dotyczy,https://orzeczenia.nsa.gov.pl/doc/2D6BD5742D,,,,cbosa
2026-05-19,WSA w Warszawie,IV SAB/Wa 896/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Stwierdzono bezczynność Wojewody w rozpatrzeniu wniosku (w zakresie dotyczącym zezwolenia na pobyt czasowy i pracę); nie dopatrzono rażącego naruszenia prawa, a pozostałe żądania (m.in. uboczne) zostały oddalone.",https://orzeczenia.nsa.gov.pl/doc/21BD85B071,,,,cbosa
2026-05-19,WSA w Warszawie,IV SAB/Wa 965/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Zobowiązano organ do działania,,Skarga kasacyjna: tak — sygnatura niepodana,Brak linku w wykazie WSA,Nie ustalono,wykaz
2026-05-19,WSA w Warszawie,IV SAB/Wa 976/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Zobowiązano organ do działania,,Skarga kasacyjna: tak — sygnatura niepodana,Brak linku w wykazie WSA,Nie ustalono,wykaz
2026-05-19,WSA w Warszawie,IV SAB/Wa 983/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Stwierdzono bezczynność organu,,Skarga kasacyjna: tak — sygnatura niepodana,Brak linku w wykazie WSA,Nie ustalono,wykaz
2026-05-19,WSA w Warszawie,IV SAB/Wa 989/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Zobowiązano organ do działania,,Skarga kasacyjna: tak — sygnatura niepodana,Brak linku w wykazie WSA,Nie ustalono,wykaz
